val
time,1 rectangles,"['1 workers', 0.250667667388916, '2 workers', 0.134896183013916, '4 workers', 0.13576645851135255, '8 workers', 0.10670349597930909, '16 workers', 0.1148331642150879, '32 workers', 0.1044168472290039]",10 rectangles,"['1 workers', 0.10325615406036377, '2 workers', 0.1140104055404663, '4 workers', 0.10790047645568848, '8 workers', 0.09903063774108886, '16 workers', 0.09724564552307129, '32 workers', 0.09659144878387452]",100 rectangles,"['1 workers', 0.10949668884277344, '2 workers', 0.09799649715423583, '4 workers', 0.09027719497680664, '8 workers', 0.10515625476837158, '16 workers', 0.09649672508239746, '32 workers', 0.0903980016708374]",1000 rectangles,"['1 workers', 0.09992861747741699, '2 workers', 0.10005888938903809, '4 workers', 0.09568843841552735, '8 workers', 0.09342005252838134, '16 workers', 0.1024118185043335, '32 workers', 0.13114454746246337]",10000 rectangles,"['1 workers', 0.11738109588623047, '2 workers', 0.12365801334381103, '4 workers', 0.13744192123413085, '8 workers', 0.1486367702484131, '16 workers', 0.10928120613098144, '32 workers', 0.10636365413665771]"
